region,region_code,district_code,lga,ward,subvillage
Kilimanjaro,3,1,Rombo,Kisale Msangara,Kisale Msaranga
Iringa,11,4,Njombe,Imalinyi,Igelango
Mara,20,4,Bunda,Mcharo,Katani
Kagera,18,1,Karagwe,Murongo,Masheshe
Kilimanjaro,3,1,Rombo,Katangara Mrere,Mahaeni
Mara,20,2,Serengeti,Kisangura,Kilimo B
Morogoro,5,1,Kilosa,Msowero,Majambaa
Shinyanga,17,2,Maswa,Nyalikungu,Nyalikungu
Kagera,18,30,Ngara,Rusumo,Benaco
Morogoro,5,5,Morogoro Urban,Kingolwira,Kingorwila
Arusha,24,30,Karatu,Rhotia,Kati
Iringa,11,3,Makete,Lupila,Kipengele
Pwani,60,53,Rufiji,Bungu,Uponda Chini
Dodoma,1,4,Chamwino,Dabalo,Mamoma Kolongoni
Pwani,6,1,Bagamoyo,Mbwewe,Kwa Mkondo
Singida,13,2,Singida Rural,Ihanja,Mfumbu B
Mtwara,90,33,Masasi,Lulindi,Raha Loe
Dodoma,1,1,Mpwapwa,Mlunduzi,Chinoje
Kigoma,16,1,Kibondo,Kasanda,Nyamahasa
Pwani,6,1,Bagamoyo,Lugoba,Kota
Pwani,6,1,Bagamoyo,Chalinze,Chakwale
Ruvuma,10,3,Mbinga,Kilimani,Maweni
Lindi,80,13,Kilwa,Kipatimu,Pondo
Kigoma,16,2,Kasulu,Ruhita,Nyangwe
Ruvuma,10,1,Tunduru,Mchesi,Kigawe
Mtwara,9,4,Tandahimba,Mdimba Mnyoma,Ilala
Mbeya,12,6,Mbozi,Itaka,Iporoto
Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,Muumini
Kagera,18,1,Karagwe,Kihanga,Kisoko
Mwanza,19,3,Ilemela,Butimba,Mkolani C
Shinyanga,17,8,Kishapu,Itilima,Bulima
Tabora,14,2,Igunga,Choma,Madukani
Dodoma,1,5,Dodoma Urban,Mtumba,Sokoine
Pwani,6,2,Kibaha,Soga,Dengwa
Mbeya,12,4,Rungwe,Lupata,Malema
Dodoma,1,1,Kondoa,Lalta,Mugube
Tanga,4,1,Lushoto,Gare,Mshaghashu
Shinyanga,11,4,Bariadi,Bunamhala,Butiama
Ruvuma,10,3,Mbinga,Tingi,Tingi Mjini
Tanga,4,1,Lushoto,Shume,Kweka Da
Mtwara,90,33,Newala,Maputi,Sijaona
Morogoro,5,1,Kilosa,Magubike,Kanisani
Kilimanjaro,3,5,Hai,Machame Mashariki,Mrabuni
Dodoma,1,1,Mpwapwa,Mbuga,Mji Mpya
Kigoma,16,2,Kasulu,Rungwe Mpya,Mlalankone
Dodoma,1,4,Chamwino,Majeleko,Kigamboni
Kilimanjaro,3,3,Same,Msindo,Ngumba Chini
Morogoro,5,1,Kilosa,Berega,Mangidi A
Shinyanga,17,2,Maswa,Mpindo,Mwamabugo
Kigoma,16,1,Kibondo,Rugenge,Kabilizi B
Rukwa,15,3,Nkasi,Mtenga,Mwanilanga
Iringa,11,4,Njombe,Kifanya,Mlimani
Mbeya,12,3,Kyela,Ikama,Busalano
Kilimanjaro,3,7,Siha,Siha Kati,Molomo Farm
Singida,13,3,Manyoni,Nkoko,Hongera
Kagera,18,3,Muleba,Kagoma,Kashekera
Mara,20,2,Serengeti,Issenye,Mawasiliano
Arusha,2,5,Ngorongoro,Nainokanoka,Sendui
Mbeya,12,6,Mbozi,Itaka,Kinyembe
Morogoro,5,1,Kilosa,Chakwale,Chan`Gombe
Lindi,80,23,Lindi Rural,Nangaru,Cheleweni
Singida,13,2,Singida Rural,Ilongero,Kijuliha
Kilimanjaro,3,1,Rombo,Ushiri Ikuini,Ubaa Kati
Dodoma,1,5,Dodoma Urban,Ngh'ong'ona,Songambele
Manyara,21,1,Babati,Dareda,Loto A
Dodoma,1,1,Kondoa,Kwamtoro,Matongoni
Mwanza,19,4,Kwimba,Mwabomba,Mwamalwilo
Kilimanjaro,3,1,Rombo,Kisale Msangara,Ikoneni
Morogoro,5,1,Kilosa,Rubeho,Minchenja
Morogoro,5,3,Kilombero,Mang'ula,Mbwaike
Mwanza,19,4,Kwimba,Ngudu,Ngumo B
Tanga,4,3,Muheza,Misozwe,Mabungu
Ruvuma,10,4,Songea Rural,Tanga,Pambazuko
Mtwara,90,33,Masasi,Nanganga,Kivukoni
Singida,13,1,Iramba,Nkinto,Matongo
Shinyanga,17,8,Kishapu,Bugoro,Mwashigela
Mbeya,12,5,Ileje,Mbebe,Isoka
Arusha,2,7,Meru,Leguruki,Iting'Are
Shinyanga,17,5,Bukombe,Masumbwe,Lajinga
Ruvuma,10,5,Namtumbo,Lusewa,Misheni B
Iringa,11,4,Njombe,Imalinyi,Idunda
Mwanza,19,7,Missungwi,Mwaniko,Chanama B
Iringa,11,1,Iringa Rural,Magulilwa,Lusaula
Shinyanga,17,8,Kishapu,Ukenyenge,Mwajiginya
Kagera,18,8,Chato,Katende,Kisesa Center
Singida,13,1,Iramba,Ilunda,Kisutu
Lindi,80,13,Kilwa,Lihimalyo,Nakato
Shinyanga,17,1,Bariadi,Lagangabilili,Ilugara
Shinyanga,17,1,Bariadi,Zagayu,Kilugara
Tanga,4,6,Handeni,Mazingara,Kundile
Singida,13,2,Singida Rural,Puma,Utaho B
Iringa,11,5,Ludewa,Mawengi,Mheza
Ruvuma,10,5,Namtumbo,Msindo,Kibaoni
Ruvuma,10,4,Songea Urban,Matogoro,Matogolo Kati
Dar es Salaam,7,3,Temeke,Mji Mwema,Ungindoni Salannga
Mtwara,90,33,Newala,Mpotwa,Nchimilo
Morogoro,5,2,Morogoro Rural,Kiroka,Kiziwa B
Morogoro,5,4,Ulanga,Malinyi,Mchangani B
Shinyanga,17,8,Kishapu,Shagihilu,Mwamala
Iringa,11,3,Makete,Lupila,Ijembe
Mara,20,4,Bunda,Sazira,Masengete
Mwanza,19,6,Geita,Kharumwa,Kalalo
Shinyanga,17,3,Kahama,Ukune,Mbuta Magharibi
Morogoro,5,6,Mvomero,Doma,Mdugile
Morogoro,5,3,Kilombero,Sanje,Maramato
Singida,13,3,Manyoni,Manyoni,Mwembeni C
Mtwara,9,4,Tandahimba,Mahuta,Mahakalu
Tabora,14,3,Uyui,Upuge,Lekatugeme
Shinyanga,17,3,Shinyanga Rural,Usanda,Kashanda
Kilimanjaro,3,2,Mwanga,Lembeni,Mashine
Manyara,21,5,Kiteto,Njoro,Chang'Mbe
Kigoma,16,1,Kibondo,Muhange,Kamkere
Shinyanga,17,1,Bariadi,Lugulu,Mwabayanda
Mara,20,3,Musoma Rural,Masaba,Nyamrasa
Shinyanga,17,2,Maswa,Nyabubinza,Mwaodona
Arusha,2,3,Arusha Urban,Ngarenaro,Kambi Ya Fisi
Mbeya,12,6,Mbozi,Myovizi,Ivugula Juu
Ruvuma,10,5,Namtumbo,Msindo,Nahoro A
Kagera,18,7,Misenyi,Kyaka,Kashaba A
Mwanza,19,2,Magu,Nyigogo,Shilangu
Pwani,6,2,Kibaha,Ruvu,Ruvu Mjini
Rukwa,15,1,Mpanda,Mpanda Ndogo,Ifukutwa A
Mbeya,12,6,Mbozi,Halungu,Ibunchila
Kilimanjaro,3,7,Siha,Siha Magharibi,Mji Mwema
Lindi,80,43,Liwale,Ngongowele,Nang'Ambo
Arusha,2,2,Arusha Rural,Ilkiding'a,Ilkisongo Chini
Manyara,21,1,Babati,Dabil,Maganjwa A
Pwani,6,1,Bagamoyo,Mbwewe,Tengeni
Kilimanjaro,3,4,Moshi Rural,Kahe Mashariki,Darajani
Rukwa,15,3,Nkasi,Namanyere,Kiluku
Mara,20,1,Tarime,Nyamwaga,Bokara
Lindi,80,62,Lindi Rural,Ng'apa,Juhudi
Kagera,18,7,Misenyi,Nsunga,Dimba
Mbeya,12,6,Mbozi,Myovizi,Aterere
Rukwa,15,1,Mpanda,Mtapenda,Igulungu
Kilimanjaro,3,5,Hai,Hai Urban,Bomani
Iringa,11,7,Kilolo,Irole,Mbigili Kati
Tabora,14,6,Tabora Urban,Itetemia,Kwihala
Mtwara,90,33,Masasi,Lulindi,Oysterbay
Morogoro,5,1,Kilosa,Chanzuru,Bondeni B
Rukwa,15,3,Nkasi,Namanyere,Mkereketwa
Morogoro,5,6,Mvomero,Diongoya,Lusanga A
Rukwa,15,2,Sumbawanga Rural,Mwimbi,Teka
Kilimanjaro,3,5,Hai,Masama Magharibi,Marukeni
Shinyanga,17,1,Bariadi,Mwadobana,Mwamalumbi
Singida,13,2,Singida Rural,Merya,Kalovya
Mara,20,2,Serengeti,Nyamatare,Shuleni
Mbeya,12,6,Mbozi,Nyimbili,Namwangule
Mwanza,19,2,Magu,Lubugo,Galasani
Shinyanga,17,1,Bariadi,Mwaubingi,Manara C
Mwanza,19,4,Kwimba,Mwagi,Icheja
Mtwara,90,33,Masasi,Sindano,Mkwajuni
Arusha,2,7,Meru,Nkoarisambu,Shimbumbu
Pwani,6,4,Mkuranga,Magawa,Nganje
Iringa,11,4,Njombe,Matola,Magongolo
Shinyanga,17,8,Kishapu,Bugoro,Mipa
Iringa,11,4,Njombe,Igosi,Tegametwa
Kagera,18,7,Misenyi,Kanyigo,Byazi
Mbeya,12,3,Kyela,Ikolo,Ibungu
Iringa,11,7,Kilolo,Ukumbi,Iwengi
Ruvuma,10,1,Tunduru,Tuwemacho,Msikitini
Kagera,18,1,Karagwe,Kamuli,Murundana
Pwani,60,43,Mkuranga,Tambani,Madodo
Tabora,14,1,Nzega,Ikindwa,Nsanga Imalanguzu
Kigoma,16,2,Kasulu,Janda,Kibute
Shinyanga,17,1,Bariadi,Nkololo,Badunyugi
Mara,20,2,Serengeti,Mugumu Urban,Kanisani
Morogoro,5,6,Mvomero,Hembeti,Madenko
Kigoma,16,1,Kibondo,Gwanumpu,Kumuyange
Tanga,4,8,Mkinga,Moa,Mwakamba
Arusha,24,30,Karatu,Mbulumbulu,Tsini
Mbeya,12,7,Mbarali,Mahongole,Mashara
Kigoma,16,1,Kibondo,Itaba,Kayanza
Kigoma,16,2,Kasulu,Msambara,Kiyange
Dodoma,1,5,Dodoma Urban,Kikombo,Muungano
Kagera,18,1,Karagwe,Kamuli,Ruhita
Morogoro,5,2,Morogoro Rural,Kiroka,Vuleni
Tanga,4,1,Lushoto,Ubiri,Mabungu
Mwanza,19,7,Missungwi,Kasololo,Mwabuchuma
Mwanza,19,4,Kwimba,Mantare,Nyakunchi
Morogoro,5,1,Kilosa,Magole,Gengeni
Dodoma,1,5,Dodoma Urban,Mbalawala,Chihikwi
Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,Kosaa
Kilimanjaro,3,4,Moshi Rural,Arusha Chini,Chemchem Kati
Iringa,11,3,Makete,Ukwama,Kikunga
Shinyanga,17,3,Kahama,Chela,Jomu Center
Kilimanjaro,3,4,Moshi Rural,Mabogini,Harusini
Shinyanga,17,5,Bukombe,Ushirika,Bunigonzi
Ruvuma,10,2,Songea Rural,Mpitimbi,Ngongano
Kagera,18,30,Ngara,Nyamiyaga,Chenda
Pwani,60,43,Mkuranga,Tambani,Nzasa
Ruvuma,10,3,Mbinga,Myangayanga,Toronto
Mtwara,90,33,Masasi,Namalenga,Tandika
Morogoro,5,2,Morogoro Rural,Tununguo,Nyambogo
Tabora,14,3,Uyui,Bukumbi,Igulungu
Morogoro,5,4,Ulanga,Mbuga,Mkamba
Mtwara,99,1,Mtwara Rural,Mnima,Namahukula
Kagera,18,2,Bukoba Rural,Nyakato,Buramula
Kagera,18,30,Ngara,Murusagamba,Mutoto
Ruvuma,10,5,Namtumbo,Kitanda,Misufini
Shinyanga,17,1,Bariadi,Mwadobana,Itirima
Mwanza,19,4,Kwimba,Mwandu,Mwatuli
Mbeya,12,3,Kyela,Ipinda,Chini
Kagera,18,1,Karagwe,Igurwa,Kabigimbwa
Iringa,11,5,Ludewa,Mlangali,Kidingiri
Mwanza,19,4,Kwimba,Mwakilyambiti,Mwakilyambiti
Arusha,2,3,Arusha Urban,Kaloleni,Kaloleni Mita 200
Mwanza,19,1,Ukerewe,Mukituntu,Ujamaa B
Kagera,18,30,Ngara,Bugarama,Maragara
Morogoro,5,1,Kilosa,Chanzuru,Mapilipili A
Shinyanga,17,7,Shinyanga Urban,Chibe,Mwihando
Mtwara,90,33,Masasi,Lipumburu,Nachenda
Dodoma,1,1,Kondoa,Bereko,Kurasini
Morogoro,5,3,Kilombero,Kiberege,Chumaulete
Pwani,60,43,Mkuranga,Bupu,Chungu
Kigoma,16,1,Kibondo,Murungu,Chigazule
Rukwa,15,4,Sumbawanga Urban,Milanzi,Kambiala
Arusha,2,2,Arusha Rural,Mlangarini,Maloloi
Morogoro,5,2,Morogoro Rural,Kisemu,Kinyasimba
Dodoma,1,1,Mpwapwa,Ipera,Town Star
Singida,13,2,Singida Rural,Mgori,Nkunghuu
Mara,20,3,Musoma Rural,Nyamimange,Kyamaiha
Kigoma,16,3,Kigoma Rural,Bitale,Nyamhoza Hill
Mtwara,99,1,Mtwara Rural,Namtuhuka,Sokoni
Mbeya,12,7,Mbarali,Ubaruku,Londoni A
Mwanza,19,2,Magu,Kitongo Sima,Lugeye A
Ruvuma,10,3,Mbinga,Liuli,Miugula
Shinyanga,17,5,Bukombe,Ushirika,Ivumwa A
Arusha,2,6,Longido,Namanga,Ndila
Tabora,14,2,Igunga,Mwisi,Kagua
Tanga,4,3,Muheza,Lusanga,Lusanga
Mbeya,12,4,Rungwe,Lufilyo,Kalengo
Pwani,6,4,Mkuranga,Mbezi,Ngarambe Kati
Tabora,14,1,Nzega,Mwakanshashala,Mwanhembo Centre
Tabora,14,3,Uyui,Upuge,Kalembela
Tabora,14,3,Uyui,Ufuluma,Uzungula
Arusha,2,7,Meru,Ngarenanyuki,Kwalock
Kigoma,16,1,Kibondo,Rugongowe,Kubugela
Tanga,4,1,Lushoto,Ngwelo,Kwaulasi
Iringa,11,4,Njombe,Luduga,Mlimani
Mtwara,90,33,Newala,Makote,Mtua
Mwanza,19,6,Geita,Kakora,Kafundikile
Shinyanga,17,1,Bariadi,Kasoli,Kasoli B
Kagera,18,7,Misenyi,Bugandika,Kishenye
Kigoma,16,2,Kasulu,Nyakitonto,Mlugano
Shinyanga,17,3,Kahama,Mpunze,Bubungu A
Kilimanjaro,3,4,Moshi Rural,Mbokomu,Machadi Kusini
Singida,13,2,Singida Rural,Ngimu,Mijuhu
Morogoro,5,4,Ulanga,Mtimbira,Nganawa
Mbeya,12,7,Mbarali,Madibira,Mahango
Lindi,80,13,Kilwa,Kivinje Singino,Singino
Shinyanga,17,1,Bariadi,Kinang'weli,Songambele
Lindi,80,43,Liwale,Mirui,Luhuma
Dodoma,1,1,Kondoa,Bumbuta,Bumbuta B
Iringa,11,4,Njombe,Usuka,Mbeya
Mbeya,12,5,Ileje,Mbebe,Mapogoro
Mbeya,12,4,Rungwe,Lutebe,Ngela
Singida,13,2,Singida Rural,Kinyeto,Miangae
Pwani,6,6,Mafia,Baleni,Kipandeni B
Morogoro,5,1,Kilosa,Kilangali,Mlegeni
Mtwara,9,4,Tandahimba,Mkoreha,Sokoni
Mbeya,12,7,Mbarali,Igurusi,Mahakama
Dodoma,1,4,Chamwino,Dabalo,Ikombo
Kilimanjaro,3,6,Moshi Urban,Rau,Kiriwa Chini Street
Morogoro,5,4,Ulanga,Usangule,Mkuyuni
Mwanza,19,4,Kwimba,Hungumalwa,Nyanguku
Mwanza,19,6,Geita,Nyang'hwale,Idudumula
Arusha,2,1,Monduli,Makuyuni,Lemioni
Tabora,14,1,Nzega,Kasela,Udutu
Tanga,4,1,Lushoto,Sunga,Emao
Morogoro,5,1,Kilosa,Chanzuru,Batini B
Iringa,11,4,Njombe,Imalinyi,Igalango
Dar es Salaam,7,3,Temeke,Mji Mwema,Kichangachui
Ruvuma,10,3,Mbinga,Lipingo,Chimalilo
Shinyanga,17,6,Meatu,Sakasaka,Nyang'Henga
Mwanza,19,2,Magu,Nyigogo,Isandula
Kigoma,16,2,Kasulu,Munyegera,Nyamugali
Mtwara,9,4,Tandahimba,Milogodi,Mmwindi
Lindi,8,3,Nachingwea,Ndomoni,Msikitini Juu
Kagera,18,3,Muleba,Karambi,Rushambya
Lindi,8,3,Nachingwea,Naipanga,Utulivu
Morogoro,5,4,Ulanga,Usangule,Shuleni
Ruvuma,10,3,Mbinga,Kigonsera,Halare
Mbeya,12,6,Mbozi,Nyimbili,Songambele
Lindi,80,43,Liwale,Kiangara,Mtendaki
Tabora,14,1,Nzega,Miguwa,Shalenhwa
Mara,20,1,Tarime,Serengeti National Park,Kegonga
Kilimanjaro,3,3,Same,Ndungu,F
Mara,20,4,Bunda,Sazira,Mbugani
Kilimanjaro,3,1,Rombo,Kitirima Kingachi,Shinga Chini
Lindi,80,23,Lindi Rural,Mnolela,Shuleni
Morogoro,5,4,Ulanga,Lupiro,Zahanati
Kilimanjaro,3,4,Moshi Rural,Kimochi,Kisaseni
Kigoma,16,2,Kasulu,Munyegera,Nyampemba Chuni
Iringa,11,1,Iringa Rural,Mseke,Njia Panda B
Kilimanjaro,3,5,Hai,Masama Magharibi,Ufishi
Mtwara,9,4,Tandahimba,Mihambwe,Ridhika
Iringa,11,1,Iringa Rural,Magulilwa,Kihondo
Morogoro,5,4,Ulanga,Itete,Mnjengoni
Ruvuma,10,3,Mbinga,Kilosa,Nangombo Kati
Kigoma,16,1,Kibondo,Muhange,Bizivilinzamba C
Rukwa,15,1,Mpanda,Ikola,Laela
Arusha,2,1,Monduli,Esilalei,Migombani Juu
Lindi,80,53,Ruangwa,Chienjere,Kimawe
Kigoma,16,1,Kibondo,Itaba,Gwanumpu
Tanga,4,3,Muheza,Songa,Mkulumilo
Shinyanga,17,2,Maswa,Ngulinguli,Matale
Mwanza,19,2,Magu,Nyigogo,Isegeng'E
Mbeya,12,4,Rungwe,Kiwira,Kisungu
Singida,13,4,Singida Urban,Mwankoko,Mfumbu
Mbeya,12,5,Ileje,Isongole,Ileshera B
Tabora,14,1,Nzega,Bukene,Nyenze
Shinyanga,17,5,Bukombe,Lugunga,Mgandu
Iringa,11,1,Iringa Rural,Idodi,Kitisi
Dodoma,1,4,Chamwino,Membe,Walisa
Mara,20,6,Rorya,Kitembe,Kituo Senta
Mara,20,3,Musoma Rural,Murangi,Nyarufu
Pwani,6,1,Bagamoyo,Mkange,Mbuyuni
Iringa,11,3,Makete,Iniho,Mwela
Singida,13,2,Singida Rural,Msisi,Barabara Kuu
Mwanza,19,4,Kwimba,Nyambiti,Bugatu
Kilimanjaro,3,6,Moshi Urban,Rau,Kariwa Chini Street
Iringa,11,4,Njombe,Mahongole,Isaula
Tabora,14,4,Urambo,Itundu,Itundu Barabarani
Dodoma,1,1,Mpwapwa,Kimagai,Mwanili
Manyara,21,2,Hanang,Measkron,Magharibi
Mwanza,19,5,Sengerema,Tabaruka,Nyampande Centre
Kagera,18,3,Muleba,Kasharunga,Meizigera
Iringa,11,4,Njombe,Mahongole,Njia Panda
Shinyanga,17,1,Bariadi,Nkololo,Migombani
Tanga,4,1,Lushoto,Mamba,Mamba
Lindi,80,53,Ruangwa,Luchelegwa,Bondeni
Iringa,11,4,Njombe,Wanging'ombe,Mtwivila
Dodoma,1,1,Kondoa,Makorongo,Makorongo A
Iringa,11,4,Njombe,Mtwango,Malolo
Pwani,60,63,Mafia,Baleni,Mlola
Mbeya,12,5,Ileje,Chitete,Izwaranguo
Kagera,18,3,Muleba,Kibirizi,Kangwe
Tabora,14,6,Tabora Urban,Misha,Ugawe B
Mwanza,19,2,Magu,Shishani,Satu
Shinyanga,17,3,Kahama,Chona,Itebele
Tanga,4,4,Tanga,Kiomoni,Mpirani
Mwanza,19,6,Geita,Kamena,Ndugali
Shinyanga,17,8,Kishapu,Mwakipoya,Mwashimbi
Mwanza,19,2,Magu,Nkungulu,Mwamilandu
Rukwa,15,1,Mpanda,Mishamo,Ifumula
Arusha,2,2,Arusha Rural,Kimnyaki,Yoanes
Ruvuma,10,3,Mbinga,Chiwanda,Mteremka
Mtwara,90,63,Nanyumbu,Likokona,Mnazimmoja
Mara,20,4,Bunda,Butimba,Kagee
Pwani,60,43,Mkuranga,Mkamba,Nyakenge
Arusha,2,7,Meru,Songoro,Nkoanasari
Mara,20,3,Musoma Rural,Butiama,Manyawa
Iringa,11,1,Iringa Rural,Kihorogota,Mwang'Ingo
Kigoma,16,3,Kigoma Rural,Kalinzi,Ruhinga
Kigoma,16,1,Kibondo,Kakonko,Mbugani B
Singida,13,3,Manyoni,Aghondi,Singida
Morogoro,5,2,Morogoro Rural,Kisemu,Nige A
Shinyanga,17,3,Shinyanga Rural,Mwantini,Igembesabo
Mbeya,12,7,Mbarali,Mapogoro,Mapogoro
Kigoma,16,1,Kibondo,Rugongowe,Kayogolo
Iringa,11,4,Njombe,Saja,Mawe Saba
Arusha,2,2,Arusha Rural,Kimnyaki,Maina
Mbeya,12,2,Mbeya Rural,Bonde la Songwe,Kinondoni
Arusha,2,1,Monduli,Sepeko,Nosikito
Manyara,21,4,Kiteto,Kibaya,Ngarenaro
Singida,13,2,Singida Rural,Ntuntu,Wangama
Kagera,18,1,Karagwe,Kituntu,Omurulamo
Shinyanga,17,8,Kishapu,Ukenyenge,Wila
Kigoma,16,3,Kigoma Rural,Ilagala,Machazo
Pwani,60,43,Mkuranga,Tambani,Mipeko B
Morogoro,5,6,Mvomero,Mlali,Muhombe
Mtwara,90,33,Masasi,Mbuyuni,Nambalapi
Tanga,4,3,Muheza,Nkumba,Mshuza
Mbeya,12,2,Mbeya Rural,Ulenje,Mkuyuni Ofisini
Tabora,14,4,Urambo,Mwongozo,Milambo
Manyara,21,5,Kiteto,Lengatei,Mtulu
Tanga,4,1,Lushoto,Malindi,Butui
Iringa,11,1,Iringa Rural,Idodi,Ilamba
Singida,13,1,Iramba,Mwanga,Singida
Mara,20,4,Bunda,Kibara,Miembeni
Kagera,18,1,Karagwe,Ihembe,Kigemu
Kilimanjaro,3,7,Siha,Siha Kati,Embukoi
Dodoma,1,4,Chamwino,Handali,Msasani
Tanga,4,3,Muheza,Misozwe,Kwemingoji
Manyara,21,3,Mbulu,Maretadu,Wadreta
Kagera,18,2,Bukoba Rural,Izimbya,Kyampis
Lindi,80,43,Liwale,Liwale A,Zebwe
Mwanza,19,6,Geita,Kasamwa,Mwamitirwa
Kagera,18,30,Ngara,Rusumo,Nguvu Kazi
Kilimanjaro,3,1,Rombo,Mengwe Manda,Ngareni
Ruvuma,10,1,Tunduru,Marumba,Elimu B
Tabora,14,1,Nzega,Miguwa,Udushi
Mbeya,12,6,Mbozi,Isansa,Mawe
Morogoro,5,4,Ulanga,Ruaha,Lunku
Ruvuma,10,1,Tunduru,Mtina,Bima
Kagera,18,7,Misenyi,Kanyigo,Kangwe
Mtwara,9,4,Tandahimba,Tandahimba,Matogoro
Kilimanjaro,3,4,Moshi Rural,Kurua Vunjo Mashariki,Urenga
Kagera,18,30,Ngara,Muganza,Kumuyange
Iringa,11,7,Kilolo,Image,Lyasa B
Arusha,24,30,Karatu,Mang'ola,Bukarga
Arusha,2,5,Ngorongoro,Ngorongoro,Malanja
Mtwara,90,33,Masasi,Mwena,Mijeleni
Ruvuma,10,5,Namtumbo,Rwinga,Amani
Iringa,11,3,Makete,Ipepo,Wanasiale
Pwani,60,53,Rufiji,Mkongo,Mkongo
Kilimanjaro,3,4,Moshi Rural,Kimochi,Ndoroweni
Shinyanga,17,3,Kahama,Bulungwa,Mwingiro B
Shinyanga,17,1,Bariadi,Nkololo,Bubale A
Shinyanga,17,3,Kahama,Chambo,Kili
Tanga,4,3,Muheza,Mkuzi,Kimwagamchuzi
Mwanza,19,2,Magu,Mwamanga,Mwachongo
Manyara,21,1,Babati,Dareda,Hewasi
Manyara,21,1,Babati,Gidas,Getalongo
Manyara,21,1,Babati,Mwada,Kazaroho
Kagera,18,2,Bukoba Rural,Kibirizi,Kibirizi
Pwani,6,2,Kibaha,Ruvu,Vinziko
Pwani,60,43,Mkuranga,Panzuo,Gozani
Kagera,18,2,Bukoba Rural,Ibwera,Karonge
Pwani,60,53,Rufiji,Utete,Kindiwiti
Morogoro,5,6,Mvomero,Hembeti,Gulioni
Tabora,14,5,Sikonge,Kipili,Chang`Ombe
Mwanza,19,1,Ukerewe,Igalla,Muluseni
Arusha,24,30,Karatu,Mang'ola,Makanyo
Mtwara,90,33,Newala,Mpotwa,Mnunga
Manyara,21,1,Babati,Mamire,Cha Ngombe
Mara,20,2,Serengeti,Rigicha,Shuleni
Iringa,11,4,Njombe,Igosi,Ipombwe
Iringa,11,4,Njombe,Matola,Msekenalo
Morogoro,5,6,Mvomero,Diongoya,Luhanga
Tabora,14,6,Tabora Urban,Kiloleni,Makongolo
Morogoro,5,6,Mvomero,Hembeti,Begi
Shinyanga,17,3,Shinyanga Rural,Mwakitolyo,Nyang'Ombe
Tanga,4,6,Handeni,Mkata,Tuliani
Kilimanjaro,3,5,Hai,Masama Rundugai,Chekeleni
Mtwara,90,33,Newala,Maputi,Makasini
Mtwara,90,33,Masasi,Lukulendi,Uvukoni
Morogoro,5,1,Kilosa,Chanzuru,Twatwatwa
Shinyanga,17,3,Shinyanga Rural,Usanda,Bulima B
Shinyanga,17,1,Bariadi,Mhango,Nyanding'O
Mbeya,12,5,Ileje,Bupigu,Njeje
Mbeya,12,1,Chunya,Mtanila,Sokoine
Kigoma,16,2,Kasulu,Ruhita,Mungongo
Shinyanga,17,1,Bariadi,Mwamapalala,Nkololo C
Singida,13,1,Iramba,Iguguno,Kibololo
Ruvuma,10,5,Namtumbo,Msindo,Ilala
Iringa,11,1,Iringa Rural,Ulanda,Kitoo B
Shinyanga,17,1,Bariadi,Nkoma,Mbugangirija
Kagera,18,4,Biharamulo,Nyarubungo,Mwalilo
Kilimanjaro,3,4,Moshi Rural,Kahe,Mawala Kati
Pwani,6,1,Bagamoyo,Yombo,Ushokorani
Kigoma,16,2,Kasulu,Rusesa,Nyandagwa
Ruvuma,10,2,Songea Rural,Litisha,Mgowa
Kilimanjaro,3,2,Mwanga,Mwaniko,Mwaniko Kati
Tabora,14,4,Urambo,Mwongozo,Unyamwezini
Mtwara,99,1,Mtwara Rural,Ndumbwe,Mdambi
Shinyanga,17,5,Bukombe,Uyovu,Kanembwa
Tanga,4,1,Lushoto,Vuga,Kilole
Kagera,18,2,Bukoba Rural,Ruhunga,Mugajwale
Rukwa,15,1,Mpanda,Mbede,Chamalendi B
Rukwa,15,1,Mpanda,Mwese,Namba 3
Shinyanga,17,1,Bariadi,Lugulu,Mwamuhuba
Mwanza,19,4,Kwimba,Ngulla,Mwadundi
Tanga,4,2,Korogwe,Magoma,Kwa Wapare
Mara,20,4,Bunda,Kisorya,Mchai
Ruvuma,10,2,Songea Rural,Magagura,Vijana
Kilimanjaro,3,3,Same,Njoro,Mshewa
Manyara,21,5,Kiteto,Olbolot,Mapinduzi
Mwanza,19,6,Geita,Nzera,Mhengele
Ruvuma,10,3,Mbinga,Nyoni,Kikwero
Kilimanjaro,3,1,Rombo,Keni Mengeni,Riya
Ruvuma,10,2,Songea Rural,Maposeni,Litoa B
Kilimanjaro,3,5,Hai,Machame Kaskazini,Ng'Inkoku
Tabora,14,1,Nzega,Shigamba,Kagongwa Kati
Shinyanga,17,5,Bukombe,Ushirika,Mwabukwalule
Morogoro,5,2,Morogoro Rural,Kidugalo,Kuding'Ongo
Kagera,18,4,Biharamulo,Nyarubungo,Katahoka
Kilimanjaro,3,4,Moshi Rural,Old Moshi Mashariki,Ngalachu
Morogoro,5,6,Mvomero,Kanga,Kibwende
Mara,20,2,Serengeti,Kebanchabancha,Kitarungu
Kigoma,16,1,Kibondo,Kibondo Urban,Malagarasi
Tabora,14,5,Sikonge,Chabutwa,Kikungu Kusini
Mwanza,19,7,Sengerema,Buzilasoga,Buganda
